tipo,lat,lng
Chapéu chinês,-25.4702617,-49.19183497,
Novo mobiliário,-25.39736559,-49.27136991,
Novo mobiliário,-25.39624977,-49.23203018,
Sem demarcação,-25.47004903,-49.22499719,
Domus,-25.56852873,-49.31445089,
Placa em cano,-25.45433325,-49.37939286,
Chapéu chinês,-25.39245646,-49.3357371,
Sem demarcação,-25.52166703,-49.28489059,
Novo mobiliário,-25.42259251,-49.31132227,
Novo mobiliário,-25.48064632,-49.29848169,
Sem demarcação,-25.37290266,-49.26222715,
Novo mobiliário,-25.49650937,-49.27168283,
Placa em poste,-25.38147486,-49.22098475,
Domus,-25.57249277,-49.33721277,
Novo mobiliário,-25.52281702,-49.27038017,
Domus,-25.52846262,-49.29278332,
Chapéu chinês,-25.3980525,-49.28050573,
Novo mobiliário,-25.43790916,-49.23871353,
Chapéu chinês,-25.46384856,-49.2995036,
Novo mobiliário,-25.43550609,-49.34991393,
Domus,-25.50584948,-49.34043146,
Chapéu chinês,-25.48342359,-49.31170631,
Sem demarcação,-25.35648352,-49.26349219,
Novo mobiliário,-25.42825472,-49.27249912,
Chapéu chinês,-25.45275079,-49.35680899,
Domus,-25.45178094,-49.3618628,
Chapéu chinês,-25.50194825,-49.25631873,
Novo mobiliário,-25.42861807,-49.22647375,
Plataforma,-25.44153578,-49.34700146,
Chapéu chinês,-25.40407181,-49.29196061,
Chapéu chinês,-25.43371396,-49.20406155,
Plataforma,-25.45114,-49.21508,
Novo mobiliário,-25.47942,-49.21539,
Estação tubo,-25.45914931,-49.25826761,
Chapéu chinês,-25.54660633,-49.31592643,
Domus,-25.42957,-49.21367,
Novo mobiliário,-25.46002277,-49.31276041,
Novo mobiliário,-25.4234111,-49.2015681,
Placa em cano,-25.48466,-49.23499,
Sem demarcação,-25.51793458,-49.26664352,
Domus,-25.54565434,-49.25785816,
Novo mobiliário,-25.38634866,-49.27760852,
Domus,-25.4738205,-49.30778492,
Sem demarcação,-25.5988081,-49.261712,
Estação tubo,-25.42395927,-49.26833767,
Sem demarcação,-25.49347508,-49.21083228,
Chapéu chinês,-25.49436662,-49.29910344,
Chapéu chinês,-25.40250637,-49.29296525,
Chapéu chinês,-25.45426578,-49.24571612,
Plataforma,-25.50085717,-49.23765483,
Sem demarcação,-25.46828252,-49.26577452,
Novo mobiliário,-25.44647399,-49.25831023,
Novo mobiliário,-25.46111547,-49.21542913,
Novo mobiliário,-25.39329727,-49.33539914,
Novo mobiliário,-25.44952122,-49.3016735,
Chapéu chinês,-25.46521678,-49.2258099,
Sem demarcação,-25.50258013,-49.28513554,
Novo mobiliário,-25.49871,-49.21341,
Placa em cano,-25.53388306,-49.23454402,
Plataforma,-25.37748124,-49.26241554,
Placa em cano,-25.52240917,-49.3001661,
Novo mobiliário,-25.44231,-49.25366,
Novo mobiliário,-25.45302074,-49.29857019,
Domus,-25.47103419,-49.32320478,
Chapéu chinês,-25.37736224,-49.25374041,
Chapéu chinês,-25.48136,-49.20438,
Chapéu chinês,-25.46962883,-49.30356878,
Estação tubo,-25.45914453,-49.3024591,
Domus,-25.37485516,-49.2168996,
Chapéu chinês,-25.45841404,-49.32155365,
Chapéu chinês,-25.38097244,-49.29664609,
Chapéu chinês,-25.53987733,-49.28537306,
Sem demarcação,-25.37109538,-49.2539275,
Novo mobiliário,-25.43286682,-49.23828888,
Novo mobiliário,-25.45775311,-49.23202458,
Chapéu chinês,-25.55942335,-49.33412555,
Chapéu chinês,-25.43809416,-49.20578774,
Plataforma,-25.4816999,-49.2468411,
Novo mobiliário,-25.4017091,-49.2624407,
Sem demarcação,-25.46362455,-49.2265569,
Novo mobiliário,-25.45049254,-49.25926819,
Novo mobiliário,-25.43476098,-49.27246979,
Chapéu chinês,-25.46495081,-49.19902129,
Chapéu chinês,-25.59052338,-49.3266499,
Novo mobiliário,-25.42171972,-49.32155268,
Especial Madrugueiro,-25.5077678,-49.29580986,
Domus,-25.56302505,-49.26672834,
Novo mobiliário,-25.47511821,-49.29860647,
Chapéu chinês,-25.46045214,-49.24946296,
Domus,-25.58280693,-49.33722268,
Placa em cano,-25.40488127,-49.26811682,
Sem demarcação,-25.53339976,-49.25329216,
Estação tubo,-25.42387689,-49.26838897,
Sem demarcação,-25.53406268,-49.28185827,
Placa em poste,-25.47474597,-49.35898145,
Sem demarcação,-25.52114084,-49.2990436,
Novo mobiliário,-25.43417913,-49.29926682,
Domus,-25.57302989,-49.33494094,
Domus,-25.59585279,-49.32304803,
Placa em cano,-25.51207373,-49.26726318,
Estação tubo,-25.51644675,-49.23098318,
Novo mobiliário,-25.43143,-49.20803,
Novo mobiliário,-25.47448,-49.23014,
Domus,-25.51494941,-49.24465383,
Placa em cano,-25.50768257,-49.30176827,
Chapéu chinês,-25.4526321,-49.36647567,
Chapéu chinês,-25.38505998,-49.28482391,
Domus,-25.49486057,-49.33768993,
Plataforma,-25.40111208,-49.32995291,
Estação tubo,-25.41062192,-49.24822389,
Domus,-25.48452041,-49.23356283,
Novo mobiliário,-25.45460578,-49.27715259,
Chapéu chinês,-25.50171853,-49.22627134,
Chapéu chinês,-25.54400132,-49.29314274,
Novo mobiliário,-25.54745117,-49.29336536,
Sem demarcação,-25.4595331,-49.23240009,
Novo mobiliário,-25.43917425,-49.27032384,
Placa em cano,-25.40681003,-49.32337123,
Placa em poste,-25.50855611,-49.32459572,
Placa em cano,-25.46730511,-49.20016694,
Plataforma,-25.4293412,-49.2497594,
Chapéu chinês,-25.58014528,-49.33519039,
Novo mobiliário,-25.43758895,-49.23787984,
Novo mobiliário,-25.43178031,-49.30011315,
Placa em cano,-25.39004154,-49.22207962,
Sem demarcação,-25.50062731,-49.35177407,
Novo mobiliário,-25.51417681,-49.26732805,
Placa em cano,-25.46082008,-49.26554565,
Sem demarcação,-25.37259065,-49.20346282,
Sem demarcação,-25.52267682,-49.26110993,
Especial Madrugueiro,-25.49959017,-49.2959708,
Placa em poste,-25.49014602,-49.34986073,
Domus,-25.50118291,-49.31987693,
Domus,-25.46941468,-49.34916173,
Chapéu chinês,-25.58762553,-49.3181369,
Especial Madrugueiro,-25.5324486,-49.26206902,
Especial Madrugueiro,-25.40725919,-49.25334781,
Novo mobiliário,-25.41425506,-49.30820066,
Novo mobiliário,-25.49000259,-49.25575538,
Chapéu chinês,-25.5563512,-49.33818609,
Domus,-25.53264557,-49.31968796,
Estação tubo,-25.41887616,-49.26397908,
Placa em cano,-25.46565,-49.25489,
Domus,-25.41281595,-49.31136567,
Domus,-25.37115693,-49.27393946,
Chapéu chinês,-25.41631793,-49.29389318,
Novo mobiliário,-25.42916795,-49.27120361,
Novo mobiliário,-25.50807811,-49.2542867,
Sem demarcação,-25.45414174,-49.32404313,
Domus,-25.36642978,-49.26430899,
Novo mobiliário,-25.53032351,-49.2889995,
Novo mobiliário,-25.47699247,-49.31439586,
Especial Madrugueiro,-25.43516042,-49.27310228,
Domus,-25.47421641,-49.20929152,
Chapéu chinês,-25.48021415,-49.21254627,
Sem demarcação,-25.42248814,-49.29308373,
Sem demarcação,-25.38401908,-49.29470245,
Chapéu chinês,-25.40639348,-49.25539131,
Chapéu chinês,-25.4802196,-49.23076805,
Domus,-25.48263153,-49.34779878,
Chapéu chinês,-25.50392942,-49.22955586,
Chapéu chinês,-25.42117888,-49.30231304,
Novo mobiliário,-25.41889745,-49.27450339,
Chapéu chinês,-25.45198196,-49.3246607,
Novo mobiliário,-25.42174789,-49.24846341,
Chapéu chinês,-25.52221478,-49.24951843,
Sem demarcação,-25.45992784,-49.22874424,
Chapéu chinês,-25.39889812,-49.19923189,
Domus,-25.56467161,-49.26462013,
Domus,-25.40240405,-49.31236479,
Novo mobiliário,-25.44246185,-49.21030311,
Placa em cano,-25.40222,-49.29311,
Chapéu chinês,-25.49361301,-49.33157166,
Novo mobiliário,-25.45289641,-49.26488262,
Chapéu chinês,-25.42161239,-49.33296274,
Novo mobiliário,-25.49696733,-49.32593408,
Novo mobiliário,-25.45284,-49.21839,
Sem demarcação,-25.43662249,-49.22108385,
Placa em cano,-25.45361516,-49.2207428,
Novo mobiliário,-25.43281474,-49.27018169,
Chapéu chinês,-25.50058407,-49.25697257,
Novo mobiliário,-25.46581609,-49.28745109,
Chapéu chinês,-25.39955474,-49.3260977,
Novo mobiliário,-25.37719727,-49.24329371,
Domus,-25.41780054,-49.20114833,
Domus,-25.50739357,-49.33769127,
Domus,-25.48223368,-49.2793465,
Sem demarcação,-25.38760303,-49.29404664,
Chapéu chinês,-25.46228763,-49.26471953,
Estação tubo,-25.46116926,-49.28985696,
Chapéu chinês,-25.48670494,-49.22770765,
Domus,-25.54916691,-49.28529459,
Placa em cano,-25.4457502,-49.25683233,
Sem demarcação,-25.47633843,-49.26884326,
Novo mobiliário,-25.44797601,-49.26799032,
Placa em poste,-25.44092765,-49.27035931,
Chapéu chinês,-25.44155636,-49.31375417,
Chapéu chinês,-25.36634443,-49.28108986,
Chapéu chinês,-25.35520273,-49.2722872,
Chapéu chinês,-25.52002714,-49.28380966,
Placa em poste,-25.46878695,-49.1969995,
Sem demarcação,-25.56261829,-49.26898509,
Domus,-25.36686727,-49.27246,
Novo mobiliário,-25.48057,-49.21136,
Domus,-25.49122672,-49.27778709,
Chapéu chinês,-25.53178989,-49.24414175,
Novo mobiliário,-25.42832354,-49.26636921,
Chapéu chinês,-25.36406889,-49.20948297,
Novo mobiliário,-25.47904951,-49.2957646,
Placa em poste,-25.37306577,-49.31964457,
Plataforma,-25.4511728,-49.2152244,
Chapéu chinês,-25.43349465,-49.28222346,
Sem demarcação,-25.37235204,-49.25285596,
Chapéu chinês,-25.35937625,-49.24363066,
Chapéu chinês,-25.54396005,-49.33624819,
Chapéu chinês,-25.53433397,-49.25146088,
Novo mobiliário,-25.40971755,-49.28192391,
Chapéu chinês,-25.49011938,-49.34974539,
Sem demarcação,-25.40311393,-49.35372399,
Plataforma,-25.47625855,-49.2924628,
Domus,-25.51275821,-49.33746219,
Novo mobiliário,-25.47307348,-49.29045516,
Domus,-25.54061975,-49.26699889,
Sem demarcação,-25.52533401,-49.22854543,
Chapéu chinês,-25.49661871,-49.3514589,
Domus,-25.46690827,-49.27285987,
Plataforma,-25.48147993,-49.24727521,
Domus,-25.40834486,-49.21185303,
Placa em poste,-25.57550164,-49.31679246,
Novo mobiliário,-25.43585344,-49.25731111,
Chapéu chinês,-25.46740574,-49.26431184,
Chapéu chinês,-25.45336413,-49.35676071,
Estação tubo,-25.44318647,-49.20350134,
Domus,-25.53402561,-49.3172195,
Chapéu chinês,-25.38161443,-49.24381204,
Novo mobiliário,-25.44226003,-49.28758788,
Chapéu chinês,-25.48469362,-49.3451572,
Estação tubo,-25.45339578,-49.25265089,
Especial Madrugueiro,-25.42985321,-49.26770031,
Novo mobiliário,-25.43652703,-49.27280238,
Chapéu chinês,-25.37336964,-49.24742918,
Novo mobiliário,-25.41319272,-49.2289387,
Novo mobiliário,-25.48641037,-49.2379623,
Chapéu chinês,-25.52165608,-49.26482321,
Sem demarcação,-25.41625857,-49.29381674,
Chapéu chinês,-25.49609335,-49.34532511,
Novo mobiliário,-25.51281,-49.25874,
Chapéu chinês,-25.48013279,-49.25475866,
Placa em cano,-25.56338679,-49.32924795,
Chapéu chinês,-25.4067228,-49.32330552,
Novo mobiliário,-25.43020236,-49.28915087,
Novo mobiliário,-25.41963,-49.28528,
Placa em poste,-25.47590715,-49.23265633,
Chapéu chinês,-25.54378594,-49.2909621,
Novo mobiliário,-25.453965,-49.25212563,
Placa em cano,-25.55150213,-49.2491349,
Sem demarcação,-25.41169671,-49.32864043,
Novo mobiliário,-25.41640029,-49.28002137,
Sem demarcação,-25.37430261,-49.28119886,
Chapéu chinês,-25.55798697,-49.30984318,
Sem demarcação,-25.37834414,-49.23590623,
Chapéu chinês,-25.46633087,-49.2683642,
Chapéu chinês,-25.42982311,-49.32274172,
Novo mobiliário,-25.44223823,-49.247399,
Domus,-25.54417919,-49.28167093,
Placa em cano,-25.4291318,-49.34426633,
Sem demarcação,-25.39856375,-49.28522776,
Plataforma,-25.51169948,-49.32464085,
Chapéu chinês,-25.45197591,-49.32485248,
Domus,-25.47781677,-49.21253666,
Domus,-25.54276576,-49.32223901,
Chapéu chinês,-25.46409443,-49.34307406,
Novo mobiliário,-25.45167,-49.21157,
Sem demarcação,-25.36716776,-49.27578348,
Novo mobiliário,-25.4658234,-49.30950555,
Novo mobiliário,-25.39871423,-49.20753805,
Novo mobiliário,-25.4002586,-49.27148988,
Placa em poste,-25.45698177,-49.24177709,
Novo mobiliário,-25.45475354,-49.26476245,
Sem demarcação,-25.47896959,-49.21518557,
Chapéu chinês,-25.5076862,-49.30437672,
Novo mobiliário,-25.41475095,-49.26995461,
Chapéu chinês,-25.41318424,-49.29417616,
Novo mobiliário,-25.45705442,-49.23583868,
Chapéu chinês,-25.54916423,-49.31325495,
Domus,-25.56845584,-49.2626259,
Placa em poste,-25.43350266,-49.2622571,
Novo mobiliário,-25.49797248,-49.29492257,
Domus,-25.57411353,-49.32946354,
Novo mobiliário,-25.4188829,-49.29959465,
Estação tubo,-25.4386002,-49.26821026,
Sem demarcação,-25.5572441,-49.31525722,
Chapéu chinês,-25.49025057,-49.35167348,
Novo mobiliário,-25.46579188,-49.23480848,
Chapéu chinês,-25.59311904,-49.33169246,
Sem demarcação,-25.39063547,-49.30240281,
Domus,-25.4940948,-49.34992644,
Estação tubo,-25.47263321,-49.29448737,
Chapéu chinês,-25.59367931,-49.2977092,
Chapéu chinês,-25.54575026,-49.3383088,
Chapéu chinês,-25.49162637,-49.20074111,
Novo mobiliário,-25.44275073,-49.30013257,
Sem demarcação,-25.42939426,-49.23682171,
Chapéu chinês,-25.38012651,-49.24134977,
Domus,-25.52855096,-49.32843658,
Placa em cano,-25.47866451,-49.28377378,
Chapéu chinês,-25.39552154,-49.2211695,
Placa em cano,-25.43697371,-49.26343191,
Chapéu chinês,-25.49261983,-49.29633406,
Estação tubo,-25.44350646,-49.26824383,
Chapéu chinês,-25.50509873,-49.27346,
Chapéu chinês,-25.55805,-49.25125,
Domus,-25.47696047,-49.22303315,
Novo mobiliário,-25.45563936,-49.29962295,
Novo mobiliário,-25.41778237,-49.24408648,
Novo mobiliário,-25.40605245,-49.20423122,
Especial Madrugueiro,-25.4421762,-49.21756983,
Novo mobiliário,-25.42434617,-49.24946967,
Chapéu chinês,-25.3745182,-49.21916574,
Chapéu chinês,-25.36341455,-49.22885287,
Placa em cano,-25.51554645,-49.27588562,
Estação tubo,-25.4484958,-49.26341745,
Domus,-25.37204678,-49.24627102,
Sem demarcação,-25.55210607,-49.26980886,
Novo mobiliário,-25.46163,-49.30176,
Sem demarcação,-25.55459257,-49.23308391,
Placa em cano,-25.41073835,-49.23540994,
Chapéu chinês,-25.49822745,-49.34715664,
Novo mobiliário,-25.42452664,-49.2033169,
Plataforma,-25.40653159,-49.25231266,
Domus,-25.52606403,-49.33049384,
Placa em poste,-25.51562319,-49.29906505,
Novo mobiliário,-25.40077608,-49.28529805,
Chapéu chinês,-25.48859017,-49.28197503,
Sem demarcação,-25.61674618,-49.34540424,
Especial Madrugueiro,-25.46034653,-49.2118822,
Chapéu chinês,-25.49006758,-49.35633913,
Chapéu chinês,-25.46238103,-49.25022069,
Novo mobiliário,-25.44267299,-49.28813774,
Chapéu chinês,-25.36265495,-49.27941519,
Chapéu chinês,-25.37461766,-49.21932566,
Novo mobiliário,-25.43133345,-49.27937615,
Chapéu chinês,-25.44293695,-49.31202549,
Placa em cano,-25.44059094,-49.29916799,
Novo mobiliário,-25.44766358,-49.3082704,
Placa em poste,-25.48219816,-49.20848384,
Estação tubo,-25.44701537,-49.21695342,
Chapéu chinês,-25.46744668,-49.19847067,
Chapéu chinês,-25.44617292,-49.33633501,
Novo mobiliário,-25.49665548,-49.27250122,
Chapéu chinês,-25.35638848,-49.27320329,
Estação tubo,-25.43907886,-49.26810327,
Placa em cano,-25.4790993,-49.26918495,
Chapéu chinês,-25.46308102,-49.34908356,
Placa em poste,-25.36460018,-49.25008377,
Chapéu chinês,-25.46778428,-49.2308263,
Plataforma,-25.51166063,-49.32422329,
Sem demarcação,-25.40016684,-49.28920012,
Novo mobiliário,-25.46898,-49.30051,
Novo mobiliário,-25.48060574,-49.29833195,
Chapéu chinês,-25.55217821,-49.27953154,
Placa em cano,-25.39397336,-49.35449424,
Novo mobiliário,-25.38124559,-49.26942597,
Chapéu chinês,-25.38559,-49.22681,
Chapéu chinês,-25.42203018,-49.28901978,
Especial Madrugueiro,-25.4391752,-49.27048847,
Placa em cano,-25.39230623,-49.33824765,
Chapéu chinês,-25.38357241,-49.31573134,
Plataforma,-25.48391882,-49.34995299,
Chapéu chinês,-25.38483754,-49.29765408,
Novo mobiliário,-25.42875252,-49.27114594,
Plataforma,-25.39337423,-49.24091671,
Novo mobiliário,-25.43176,-49.21226,
Novo mobiliário,-25.46311608,-49.34554304,
Estação tubo,-25.4388645,-49.26820653,
Chapéu chinês,-25.49817713,-49.26504491,
Novo mobiliário,-25.43656315,-49.28513232,
Chapéu chinês,-25.43295886,-49.22580186,
Novo mobiliário,-25.4091391,-49.22429586,
Novo mobiliário,-25.42337,-49.25315,
Sem demarcação,-25.50328423,-49.3238858,
Chapéu chinês,-25.37450531,-49.24450445,
Chapéu chinês,-25.37332009,-49.25949597,
Novo mobiliário,-25.48182676,-49.34450436,
Novo mobiliário,-25.39983574,-49.33362084,
Placa em cano,-25.50562518,-49.32672595,
Plataforma,-25.48374191,-49.35029616,
Chapéu chinês,-25.49641898,-49.22269988,
Chapéu chinês,-25.40924541,-49.36080217,
Chapéu chinês,-25.44932868,-49.31802023,
Plataforma,-25.51168383,-49.32412778,
Chapéu chinês,-25.51177974,-49.22148977,
Domus,-25.37249834,-49.33015454,
Sem demarcação,-25.36380476,-49.23023555,
Chapéu chinês,-25.39171,-49.24366,
Chapéu chinês,-25.40326415,-49.33589803,
Chapéu chinês,-25.47170171,-49.30044237,
Domus,-25.45575364,-49.2198389,
Domus,-25.4530132,-49.2262347,
Chapéu chinês,-25.48044855,-49.328211,
Chapéu chinês,-25.56917323,-49.33856729,
Sem demarcação,-25.48216589,-49.27927408,
Novo mobiliário,-25.43511705,-49.27300355,
Domus,-25.53239356,-49.32061647,
Novo mobiliário,-25.45877626,-49.28437923,
Chapéu chinês,-25.41361,-49.35461,
Domus,-25.44995845,-49.35157398,
Placa em cano,-25.36459146,-49.27168769,
Chapéu chinês,-25.42955189,-49.35702625,
Chapéu chinês,-25.48055099,-49.19849805,
Chapéu chinês,-25.43637153,-49.27964821,
Novo mobiliário,-25.39058,-49.22408,
Novo mobiliário,-25.44264,-49.25573,
Novo mobiliário,-25.39168252,-49.24651454,
Estação tubo,-25.43321723,-49.29996033,
Chapéu chinês,-25.48717456,-49.34689512,
Chapéu chinês,-25.44942684,-49.33008144,
Placa em cano,-25.391904,-49.33507996,
Novo mobiliário,-25.4137774,-49.27928023,
Chapéu chinês,-25.45252756,-49.32274896,
Sem demarcação,-25.58515918,-49.2955232,
Chapéu chinês,-25.47624642,-49.268913,
Chapéu chinês,-25.42025,-49.20968,
Chapéu chinês,-25.40227564,-49.30243659,
Chapéu chinês,-25.49720531,-49.32125992,
Chapéu chinês,-25.53264079,-49.27931956,
Chapéu chinês,-25.36484075,-49.25787408,
Novo mobiliário,-25.43552156,-49.27166244,
Sem demarcação,-25.62286231,-49.3487674,
Novo mobiliário,-25.48644,-49.25571,
Chapéu chinês,-25.48799988,-49.28809214,
Chapéu chinês,-25.4444643,-49.27975717,
Domus,-25.37634314,-49.2461786,
Novo mobiliário,-25.38784124,-49.30110057,
Chapéu chinês,-25.55724189,-49.32310239,
Domus,-25.46459614,-49.20129793,
Linha Turismo,-25.44204587,-49.24141877,
Novo mobiliário,-25.47574341,-49.30365079,
Chapéu chinês,-25.40985056,-49.30927891,
Chapéu chinês,-25.36782819,-49.27597861,
Sem demarcação,-25.46121075,-49.23747818,
Novo mobiliário,-25.4348996,-49.24965128,
Novo mobiliário,-25.51074585,-49.25566452,
Novo mobiliário,-25.40746513,-49.28306172,
Domus,-25.37160892,-49.23039648,
Novo mobiliário,-25.49431789,-49.23411927,
Estação tubo,-25.44369631,-49.20911588,
Novo mobiliário,-25.43340698,-49.27204716,
Novo mobiliário,-25.44998502,-49.28486276,
Chapéu chinês,-25.40082068,-49.31256059,
Domus,-25.38156,-49.21284,
Chapéu chinês,-25.59601944,-49.27445412,
Plataforma,-25.40051907,-49.33085728,
Novo mobiliário,-25.38307,-49.26186,
Chapéu chinês,-25.39958741,-49.30329087,
